FULL_DATE,DAY,MONTH,YEAR,DAY_OF_YEAR,WEEK_OF_YEAR,WEEKDAY,IS_WEEKEND,QUARTER,IS_MONTH_START,IS_MONTH_END,IS_YEAR_START,IS_YEAR_END,IS_CAN_HOLIDAY,CAN_HOLIDAY_NAME,IS_US_HOLIDAY,US_HOLIDAY_NAME,DATE_PK
2015-02-22,22,2,2015,53,8,7,True,1,False,False,False,False,False,,False,,20150222
2015-02-23,23,2,2015,54,9,1,False,1,False,False,False,False,False,,False,,20150223
2015-02-24,24,2,2015,55,9,2,False,1,False,False,False,False,False,,False,,20150224
2015-02-25,25,2,2015,56,9,3,False,1,False,False,False,False,False,,False,,20150225
2015-02-26,26,2,2015,57,9,4,False,1,False,False,False,False,False,,False,,20150226
2015-02-27,27,2,2015,58,9,5,False,1,False,False,False,False,False,,False,,20150227
2015-02-28,28,2,2015,59,9,6,True,1,False,True,False,False,False,,False,,20150228
2015-03-01,1,3,2015,60,9,7,True,1,True,False,False,False,False,,False,,20150301
2015-03-02,2,3,2015,61,10,1,False,1,False,False,False,False,False,,False,,20150302
2015-03-03,3,3,2015,62,10,2,False,1,False,False,False,False,False,,False,,20150303
2015-03-04,4,3,2015,63,10,3,False,1,False,False,False,False,False,,False,,20150304
2015-03-05,5,3,2015,64,10,4,False,1,False,False,False,False,False,,False,,20150305
2015-03-06,6,3,2015,65,10,5,False,1,False,False,False,False,False,,False,,20150306
2015-03-07,7,3,2015,66,10,6,True,1,False,False,False,False,False,,False,,20150307
2015-03-08,8,3,2015,67,10,7,True,1,False,False,False,False,False,,False,,20150308
2015-03-09,9,3,2015,68,11,1,False,1,False,False,False,False,False,,False,,20150309
2015-03-10,10,3,2015,69,11,2,False,1,False,False,False,False,False,,False,,20150310
2015-03-11,11,3,2015,70,11,3,False,1,False,False,False,False,False,,False,,20150311
2015-03-12,12,3,2015,71,11,4,False,1,False,False,False,False,False,,False,,20150312
2015-03-13,13,3,2015,72,11,5,False,1,False,False,False,False,False,,False,,20150313
2015-03-14,14,3,2015,73,11,6,True,1,False,False,False,False,False,,False,,20150314
2015-03-15,15,3,2015,74,11,7,True,1,False,False,False,False,False,,False,,20150315
2015-03-16,16,3,2015,75,12,1,False,1,False,False,False,False,False,,False,,20150316
2015-03-17,17,3,2015,76,12,2,False,1,False,False,False,False,False,,False,,20150317
2015-03-18,18,3,2015,77,12,3,False,1,False,False,False,False,False,,False,,20150318
2015-03-19,19,3,2015,78,12,4,False,1,False,False,False,False,False,,False,,20150319
2015-03-20,20,3,2015,79,12,5,False,1,False,False,False,False,False,,False,,20150320
2015-03-21,21,3,2015,80,12,6,True,1,False,False,False,False,False,,False,,20150321
2015-03-22,22,3,2015,81,12,7,True,1,False,False,False,False,False,,False,,20150322
2015-03-23,23,3,2015,82,13,1,False,1,False,False,False,False,False,,False,,20150323
2015-03-24,24,3,2015,83,13,2,False,1,False,False,False,False,False,,False,,20150324
2015-03-25,25,3,2015,84,13,3,False,1,False,False,False,False,False,,False,,20150325
2015-03-26,26,3,2015,85,13,4,False,1,False,False,False,False,False,,False,,20150326
2015-03-27,27,3,2015,86,13,5,False,1,False,False,False,False,False,,False,,20150327
2015-03-28,28,3,2015,87,13,6,True,1,False,False,False,False,False,,False,,20150328
2015-03-29,29,3,2015,88,13,7,True,1,False,False,False,False,False,,False,,20150329
2015-03-30,30,3,2015,89,14,1,False,1,False,False,False,False,False,,False,,20150330
2015-03-31,31,3,2015,90,14,2,False,1,False,True,False,False,False,,False,,20150331
2015-04-01,1,4,2015,91,14,3,False,2,True,False,False,False,False,,False,,20150401
2015-04-02,2,4,2015,92,14,4,False,2,False,False,False,False,False,,False,,20150402
2015-04-03,3,4,2015,93,14,5,False,2,False,False,False,False,True,Good Friday,False,,20150403
2015-04-04,4,4,2015,94,14,6,True,2,False,False,False,False,False,,False,,20150404
2015-04-05,5,4,2015,95,14,7,True,2,False,False,False,False,False,,False,,20150405
2015-04-06,6,4,2015,96,15,1,False,2,False,False,False,False,False,,False,,20150406
2015-04-07,7,4,2015,97,15,2,False,2,False,False,False,False,False,,False,,20150407
2015-04-08,8,4,2015,98,15,3,False,2,False,False,False,False,False,,False,,20150408
2015-04-09,9,4,2015,99,15,4,False,2,False,False,False,False,False,,False,,20150409
2015-04-10,10,4,2015,100,15,5,False,2,False,False,False,False,False,,False,,20150410
2015-04-11,11,4,2015,101,15,6,True,2,False,False,False,False,False,,False,,20150411
2015-04-12,12,4,2015,102,15,7,True,2,False,False,False,False,False,,False,,20150412
2015-04-13,13,4,2015,103,16,1,False,2,False,False,False,False,False,,False,,20150413
2015-04-14,14,4,2015,104,16,2,False,2,False,False,False,False,False,,False,,20150414
2015-04-15,15,4,2015,105,16,3,False,2,False,False,False,False,False,,False,,20150415
2015-04-16,16,4,2015,106,16,4,False,2,False,False,False,False,False,,False,,20150416
2015-04-17,17,4,2015,107,16,5,False,2,False,False,False,False,False,,False,,20150417
2015-04-18,18,4,2015,108,16,6,True,2,False,False,False,False,False,,False,,20150418
2015-04-19,19,4,2015,109,16,7,True,2,False,False,False,False,False,,False,,20150419
2015-04-20,20,4,2015,110,17,1,False,2,False,False,False,False,False,,False,,20150420
2015-04-21,21,4,2015,111,17,2,False,2,False,False,False,False,False,,False,,20150421
2015-04-22,22,4,2015,112,17,3,False,2,False,False,False,False,False,,False,,20150422
2015-04-23,23,4,2015,113,17,4,False,2,False,False,False,False,False,,False,,20150423
2015-04-24,24,4,2015,114,17,5,False,2,False,False,False,False,False,,False,,20150424
2015-04-25,25,4,2015,115,17,6,True,2,False,False,False,False,False,,False,,20150425
2015-04-26,26,4,2015,116,17,7,True,2,False,False,False,False,False,,False,,20150426
2015-04-27,27,4,2015,117,18,1,False,2,False,False,False,False,False,,False,,20150427
2015-04-28,28,4,2015,118,18,2,False,2,False,False,False,False,False,,False,,20150428
2015-04-29,29,4,2015,119,18,3,False,2,False,False,False,False,False,,False,,20150429
2015-04-30,30,4,2015,120,18,4,False,2,False,True,False,False,False,,False,,20150430
2015-05-01,1,5,2015,121,18,5,False,2,True,False,False,False,False,,False,,20150501
2015-05-02,2,5,2015,122,18,6,True,2,False,False,False,False,False,,False,,20150502
2015-05-03,3,5,2015,123,18,7,True,2,False,False,False,False,False,,False,,20150503
2015-05-04,4,5,2015,124,19,1,False,2,False,False,False,False,False,,False,,20150504
2015-05-05,5,5,2015,125,19,2,False,2,False,False,False,False,False,,False,,20150505
2015-05-06,6,5,2015,126,19,3,False,2,False,False,False,False,False,,False,,20150506
2015-05-07,7,5,2015,127,19,4,False,2,False,False,False,False,False,,False,,20150507
2015-05-08,8,5,2015,128,19,5,False,2,False,False,False,False,False,,False,,20150508
2015-05-09,9,5,2015,129,19,6,True,2,False,False,False,False,False,,False,,20150509
2015-05-10,10,5,2015,130,19,7,True,2,False,False,False,False,False,,False,,20150510
2015-05-11,11,5,2015,131,20,1,False,2,False,False,False,False,False,,False,,20150511
2015-05-12,12,5,2015,132,20,2,False,2,False,False,False,False,False,,False,,20150512
2015-05-13,13,5,2015,133,20,3,False,2,False,False,False,False,False,,False,,20150513
2015-05-14,14,5,2015,134,20,4,False,2,False,False,False,False,False,,False,,20150514
2015-05-15,15,5,2015,135,20,5,False,2,False,False,False,False,False,,False,,20150515
2015-05-16,16,5,2015,136,20,6,True,2,False,False,False,False,False,,False,,20150516
2015-05-17,17,5,2015,137,20,7,True,2,False,False,False,False,False,,False,,20150517
2015-05-18,18,5,2015,138,21,1,False,2,False,False,False,False,True,Victoria Day,False,,20150518
2015-05-19,19,5,2015,139,21,2,False,2,False,False,False,False,False,,False,,20150519
2015-05-20,20,5,2015,140,21,3,False,2,False,False,False,False,False,,False,,20150520
2015-05-21,21,5,2015,141,21,4,False,2,False,False,False,False,False,,False,,20150521
2015-05-22,22,5,2015,142,21,5,False,2,False,False,False,False,False,,False,,20150522
2015-05-23,23,5,2015,143,21,6,True,2,False,False,False,False,False,,False,,20150523
2015-05-24,24,5,2015,144,21,7,True,2,False,False,False,False,False,,False,,20150524
2015-05-25,25,5,2015,145,22,1,False,2,False,False,False,False,False,,True,Memorial Day,20150525
2015-05-26,26,5,2015,146,22,2,False,2,False,False,False,False,False,,False,,20150526
2015-05-27,27,5,2015,147,22,3,False,2,False,False,False,False,False,,False,,20150527
2015-05-28,28,5,2015,148,22,4,False,2,False,False,False,False,False,,False,,20150528
2015-05-29,29,5,2015,149,22,5,False,2,False,False,False,False,False,,False,,20150529
2015-05-30,30,5,2015,150,22,6,True,2,False,False,False,False,False,,False,,20150530
2015-05-31,31,5,2015,151,22,7,True,2,False,True,False,False,False,,False,,20150531
2015-06-01,1,6,2015,152,23,1,False,2,True,False,False,False,False,,False,,20150601
2015-06-02,2,6,2015,153,23,2,False,2,False,False,False,False,False,,False,,20150602
2015-06-03,3,6,2015,154,23,3,False,2,False,False,False,False,False,,False,,20150603
2015-06-04,4,6,2015,155,23,4,False,2,False,False,False,False,False,,False,,20150604
2015-06-05,5,6,2015,156,23,5,False,2,False,False,False,False,False,,False,,20150605
2015-06-06,6,6,2015,157,23,6,True,2,False,False,False,False,False,,False,,20150606
2015-06-07,7,6,2015,158,23,7,True,2,False,False,False,False,False,,False,,20150607
2015-06-08,8,6,2015,159,24,1,False,2,False,False,False,False,False,,False,,20150608
2015-06-09,9,6,2015,160,24,2,False,2,False,False,False,False,False,,False,,20150609
2015-06-10,10,6,2015,161,24,3,False,2,False,False,False,False,False,,False,,20150610
2015-06-11,11,6,2015,162,24,4,False,2,False,False,False,False,False,,False,,20150611
2015-06-12,12,6,2015,163,24,5,False,2,False,False,False,False,False,,False,,20150612
2015-06-13,13,6,2015,164,24,6,True,2,False,False,False,False,False,,False,,20150613
2015-06-14,14,6,2015,165,24,7,True,2,False,False,False,False,False,,False,,20150614
2015-06-15,15,6,2015,166,25,1,False,2,False,False,False,False,False,,False,,20150615
2015-06-16,16,6,2015,167,25,2,False,2,False,False,False,False,False,,False,,20150616
2015-06-17,17,6,2015,168,25,3,False,2,False,False,False,False,False,,False,,20150617
2015-06-18,18,6,2015,169,25,4,False,2,False,False,False,False,False,,False,,20150618
2015-06-19,19,6,2015,170,25,5,False,2,False,False,False,False,False,,False,,20150619
2015-06-20,20,6,2015,171,25,6,True,2,False,False,False,False,False,,False,,20150620
2015-06-21,21,6,2015,172,25,7,True,2,False,False,False,False,False,,False,,20150621
2015-06-22,22,6,2015,173,26,1,False,2,False,False,False,False,False,,False,,20150622
2015-06-23,23,6,2015,174,26,2,False,2,False,False,False,False,False,,False,,20150623
2015-06-24,24,6,2015,175,26,3,False,2,False,False,False,False,False,,False,,20150624
2015-06-25,25,6,2015,176,26,4,False,2,False,False,False,False,False,,False,,20150625
2015-06-26,26,6,2015,177,26,5,False,2,False,False,False,False,False,,False,,20150626
2015-06-27,27,6,2015,178,26,6,True,2,False,False,False,False,False,,False,,20150627
2015-06-28,28,6,2015,179,26,7,True,2,False,False,False,False,False,,False,,20150628
2015-06-29,29,6,2015,180,27,1,False,2,False,False,False,False,False,,False,,20150629
2015-06-30,30,6,2015,181,27,2,False,2,False,True,False,False,False,,False,,20150630
2015-07-01,1,7,2015,182,27,3,False,3,True,False,False,False,True,Canada Day,False,,20150701
2015-07-02,2,7,2015,183,27,4,False,3,False,False,False,False,False,,False,,20150702
2015-07-03,3,7,2015,184,27,5,False,3,False,False,False,False,False,,True,Independence Day (Observed),20150703
2015-07-04,4,7,2015,185,27,6,True,3,False,False,False,False,False,,True,Independence Day,20150704
2015-07-05,5,7,2015,186,27,7,True,3,False,False,False,False,False,,False,,20150705
2015-07-06,6,7,2015,187,28,1,False,3,False,False,False,False,False,,False,,20150706
2015-07-07,7,7,2015,188,28,2,False,3,False,False,False,False,False,,False,,20150707
2015-07-08,8,7,2015,189,28,3,False,3,False,False,False,False,False,,False,,20150708
2015-07-09,9,7,2015,190,28,4,False,3,False,False,False,False,False,,False,,20150709
2015-07-10,10,7,2015,191,28,5,False,3,False,False,False,False,False,,False,,20150710
2015-07-11,11,7,2015,192,28,6,True,3,False,False,False,False,False,,False,,20150711
2015-07-12,12,7,2015,193,28,7,True,3,False,False,False,False,False,,False,,20150712
2015-07-13,13,7,2015,194,29,1,False,3,False,False,False,False,False,,False,,20150713
2015-07-14,14,7,2015,195,29,2,False,3,False,False,False,False,False,,False,,20150714
2015-07-15,15,7,2015,196,29,3,False,3,False,False,False,False,False,,False,,20150715
2015-07-16,16,7,2015,197,29,4,False,3,False,False,False,False,False,,False,,20150716
2015-07-17,17,7,2015,198,29,5,False,3,False,False,False,False,False,,False,,20150717
2015-07-18,18,7,2015,199,29,6,True,3,False,False,False,False,False,,False,,20150718
2015-07-19,19,7,2015,200,29,7,True,3,False,False,False,False,False,,False,,20150719
2015-07-20,20,7,2015,201,30,1,False,3,False,False,False,False,False,,False,,20150720
2015-07-21,21,7,2015,202,30,2,False,3,False,False,False,False,False,,False,,20150721
2015-07-22,22,7,2015,203,30,3,False,3,False,False,False,False,False,,False,,20150722
2015-07-23,23,7,2015,204,30,4,False,3,False,False,False,False,False,,False,,20150723
2015-07-24,24,7,2015,205,30,5,False,3,False,False,False,False,False,,False,,20150724
2015-07-25,25,7,2015,206,30,6,True,3,False,False,False,False,False,,False,,20150725
2015-07-26,26,7,2015,207,30,7,True,3,False,False,False,False,False,,False,,20150726
2015-07-27,27,7,2015,208,31,1,False,3,False,False,False,False,False,,False,,20150727
2015-07-28,28,7,2015,209,31,2,False,3,False,False,False,False,False,,False,,20150728
2015-07-29,29,7,2015,210,31,3,False,3,False,False,False,False,False,,False,,20150729
2015-07-30,30,7,2015,211,31,4,False,3,False,False,False,False,False,,False,,20150730
2015-07-31,31,7,2015,212,31,5,False,3,False,True,False,False,False,,False,,20150731
2015-08-01,1,8,2015,213,31,6,True,3,True,False,False,False,False,,False,,20150801
2015-08-02,2,8,2015,214,31,7,True,3,False,False,False,False,False,,False,,20150802
2015-08-03,3,8,2015,215,32,1,False,3,False,False,False,False,True,Civic Holiday,False,,20150803
2015-08-04,4,8,2015,216,32,2,False,3,False,False,False,False,False,,False,,20150804
2015-08-05,5,8,2015,217,32,3,False,3,False,False,False,False,False,,False,,20150805
2015-08-06,6,8,2015,218,32,4,False,3,False,False,False,False,False,,False,,20150806
2015-08-07,7,8,2015,219,32,5,False,3,False,False,False,False,False,,False,,20150807
2015-08-08,8,8,2015,220,32,6,True,3,False,False,False,False,False,,False,,20150808
2015-08-09,9,8,2015,221,32,7,True,3,False,False,False,False,False,,False,,20150809
2015-08-10,10,8,2015,222,33,1,False,3,False,False,False,False,False,,False,,20150810
2015-08-11,11,8,2015,223,33,2,False,3,False,False,False,False,False,,False,,20150811
2015-08-12,12,8,2015,224,33,3,False,3,False,False,False,False,False,,False,,20150812
2015-08-13,13,8,2015,225,33,4,False,3,False,False,False,False,False,,False,,20150813
2015-08-14,14,8,2015,226,33,5,False,3,False,False,False,False,False,,False,,20150814
2015-08-15,15,8,2015,227,33,6,True,3,False,False,False,False,False,,False,,20150815
2015-08-16,16,8,2015,228,33,7,True,3,False,False,False,False,False,,False,,20150816
2015-08-17,17,8,2015,229,34,1,False,3,False,False,False,False,False,,False,,20150817
2015-08-18,18,8,2015,230,34,2,False,3,False,False,False,False,False,,False,,20150818
2015-08-19,19,8,2015,231,34,3,False,3,False,False,False,False,False,,False,,20150819
2015-08-20,20,8,2015,232,34,4,False,3,False,False,False,False,False,,False,,20150820
2015-08-21,21,8,2015,233,34,5,False,3,False,False,False,False,False,,False,,20150821
2015-08-22,22,8,2015,234,34,6,True,3,False,False,False,False,False,,False,,20150822
2015-08-23,23,8,2015,235,34,7,True,3,False,False,False,False,False,,False,,20150823
2015-08-24,24,8,2015,236,35,1,False,3,False,False,False,False,False,,False,,20150824
2015-08-25,25,8,2015,237,35,2,False,3,False,False,False,False,False,,False,,20150825
2015-08-26,26,8,2015,238,35,3,False,3,False,False,False,False,False,,False,,20150826
2015-08-27,27,8,2015,239,35,4,False,3,False,False,False,False,False,,False,,20150827
2015-08-28,28,8,2015,240,35,5,False,3,False,False,False,False,False,,False,,20150828
2015-08-29,29,8,2015,241,35,6,True,3,False,False,False,False,False,,False,,20150829
2015-08-30,30,8,2015,242,35,7,True,3,False,False,False,False,False,,False,,20150830
2015-08-31,31,8,2015,243,36,1,False,3,False,True,False,False,False,,False,,20150831
2015-09-01,1,9,2015,244,36,2,False,3,True,False,False,False,False,,False,,20150901
2015-09-02,2,9,2015,245,36,3,False,3,False,False,False,False,False,,False,,20150902
2015-09-03,3,9,2015,246,36,4,False,3,False,False,False,False,False,,False,,20150903
2015-09-04,4,9,2015,247,36,5,False,3,False,False,False,False,False,,False,,20150904
2015-09-05,5,9,2015,248,36,6,True,3,False,False,False,False,False,,False,,20150905
2015-09-06,6,9,2015,249,36,7,True,3,False,False,False,False,False,,False,,20150906
2015-09-07,7,9,2015,250,37,1,False,3,False,False,False,False,True,Labour Day,True,Labor Day,20150907
2015-09-08,8,9,2015,251,37,2,False,3,False,False,False,False,False,,False,,20150908
2015-09-09,9,9,2015,252,37,3,False,3,False,False,False,False,False,,False,,20150909
2015-09-10,10,9,2015,253,37,4,False,3,False,False,False,False,False,,False,,20150910
2015-09-11,11,9,2015,254,37,5,False,3,False,False,False,False,False,,False,,20150911
2015-09-12,12,9,2015,255,37,6,True,3,False,False,False,False,False,,False,,20150912
2015-09-13,13,9,2015,256,37,7,True,3,False,False,False,False,False,,False,,20150913
2015-09-14,14,9,2015,257,38,1,False,3,False,False,False,False,False,,False,,20150914
2015-09-15,15,9,2015,258,38,2,False,3,False,False,False,False,False,,False,,20150915
2015-09-16,16,9,2015,259,38,3,False,3,False,False,False,False,False,,False,,20150916
2015-09-17,17,9,2015,260,38,4,False,3,False,False,False,False,False,,False,,20150917
2015-09-18,18,9,2015,261,38,5,False,3,False,False,False,False,False,,False,,20150918
2015-09-19,19,9,2015,262,38,6,True,3,False,False,False,False,False,,False,,20150919
2015-09-20,20,9,2015,263,38,7,True,3,False,False,False,False,False,,False,,20150920
2015-09-21,21,9,2015,264,39,1,False,3,False,False,False,False,False,,False,,20150921
2015-09-22,22,9,2015,265,39,2,False,3,False,False,False,False,False,,False,,20150922
2015-09-23,23,9,2015,266,39,3,False,3,False,False,False,False,False,,False,,20150923
2015-09-24,24,9,2015,267,39,4,False,3,False,False,False,False,False,,False,,20150924
2015-09-25,25,9,2015,268,39,5,False,3,False,False,False,False,False,,False,,20150925
2015-09-26,26,9,2015,269,39,6,True,3,False,False,False,False,False,,False,,20150926
2015-09-27,27,9,2015,270,39,7,True,3,False,False,False,False,False,,False,,20150927
2015-09-28,28,9,2015,271,40,1,False,3,False,False,False,False,False,,False,,20150928
2015-09-29,29,9,2015,272,40,2,False,3,False,False,False,False,False,,False,,20150929
2015-09-30,30,9,2015,273,40,3,False,3,False,True,False,False,False,,False,,20150930
2015-10-01,1,10,2015,274,40,4,False,4,True,False,False,False,False,,False,,20151001
2015-10-02,2,10,2015,275,40,5,False,4,False,False,False,False,False,,False,,20151002
2015-10-03,3,10,2015,276,40,6,True,4,False,False,False,False,False,,False,,20151003
2015-10-04,4,10,2015,277,40,7,True,4,False,False,False,False,False,,False,,20151004
2015-10-05,5,10,2015,278,41,1,False,4,False,False,False,False,False,,False,,20151005
2015-10-06,6,10,2015,279,41,2,False,4,False,False,False,False,False,,False,,20151006
2015-10-07,7,10,2015,280,41,3,False,4,False,False,False,False,False,,False,,20151007
2015-10-08,8,10,2015,281,41,4,False,4,False,False,False,False,False,,False,,20151008
2015-10-09,9,10,2015,282,41,5,False,4,False,False,False,False,False,,False,,20151009
2015-10-10,10,10,2015,283,41,6,True,4,False,False,False,False,False,,False,,20151010
2015-10-11,11,10,2015,284,41,7,True,4,False,False,False,False,False,,False,,20151011
2015-10-12,12,10,2015,285,42,1,False,4,False,False,False,False,True,Thanksgiving,True,Columbus Day,20151012
2015-10-13,13,10,2015,286,42,2,False,4,False,False,False,False,False,,False,,20151013
2015-10-14,14,10,2015,287,42,3,False,4,False,False,False,False,False,,False,,20151014
2015-10-15,15,10,2015,288,42,4,False,4,False,False,False,False,False,,False,,20151015
2015-10-16,16,10,2015,289,42,5,False,4,False,False,False,False,False,,False,,20151016
2015-10-17,17,10,2015,290,42,6,True,4,False,False,False,False,False,,False,,20151017
2015-10-18,18,10,2015,291,42,7,True,4,False,False,False,False,False,,False,,20151018
2015-10-19,19,10,2015,292,43,1,False,4,False,False,False,False,False,,False,,20151019
2015-10-20,20,10,2015,293,43,2,False,4,False,False,False,False,False,,False,,20151020
2015-10-21,21,10,2015,294,43,3,False,4,False,False,False,False,False,,False,,20151021
2015-10-22,22,10,2015,295,43,4,False,4,False,False,False,False,False,,False,,20151022
2015-10-23,23,10,2015,296,43,5,False,4,False,False,False,False,False,,False,,20151023
2015-10-24,24,10,2015,297,43,6,True,4,False,False,False,False,False,,False,,20151024
2015-10-25,25,10,2015,298,43,7,True,4,False,False,False,False,False,,False,,20151025
2015-10-26,26,10,2015,299,44,1,False,4,False,False,False,False,False,,False,,20151026
2015-10-27,27,10,2015,300,44,2,False,4,False,False,False,False,False,,False,,20151027
2015-10-28,28,10,2015,301,44,3,False,4,False,False,False,False,False,,False,,20151028
2015-10-29,29,10,2015,302,44,4,False,4,False,False,False,False,False,,False,,20151029
2015-10-30,30,10,2015,303,44,5,False,4,False,False,False,False,False,,False,,20151030
2015-10-31,31,10,2015,304,44,6,True,4,False,True,False,False,False,,False,,20151031
2015-11-01,1,11,2015,305,44,7,True,4,True,False,False,False,False,,False,,20151101
2015-11-02,2,11,2015,306,45,1,False,4,False,False,False,False,False,,False,,20151102
2015-11-03,3,11,2015,307,45,2,False,4,False,False,False,False,False,,False,,20151103
2015-11-04,4,11,2015,308,45,3,False,4,False,False,False,False,False,,False,,20151104
2015-11-05,5,11,2015,309,45,4,False,4,False,False,False,False,False,,False,,20151105
2015-11-06,6,11,2015,310,45,5,False,4,False,False,False,False,False,,False,,20151106
2015-11-07,7,11,2015,311,45,6,True,4,False,False,False,False,False,,False,,20151107
2015-11-08,8,11,2015,312,45,7,True,4,False,False,False,False,False,,False,,20151108
2015-11-09,9,11,2015,313,46,1,False,4,False,False,False,False,False,,False,,20151109
2015-11-10,10,11,2015,314,46,2,False,4,False,False,False,False,False,,False,,20151110
2015-11-11,11,11,2015,315,46,3,False,4,False,False,False,False,False,,True,Veterans Day,20151111
2015-11-12,12,11,2015,316,46,4,False,4,False,False,False,False,False,,False,,20151112
2015-11-13,13,11,2015,317,46,5,False,4,False,False,False,False,False,,False,,20151113
2015-11-14,14,11,2015,318,46,6,True,4,False,False,False,False,False,,False,,20151114
2015-11-15,15,11,2015,319,46,7,True,4,False,False,False,False,False,,False,,20151115
2015-11-16,16,11,2015,320,47,1,False,4,False,False,False,False,False,,False,,20151116
2015-11-17,17,11,2015,321,47,2,False,4,False,False,False,False,False,,False,,20151117
2015-11-18,18,11,2015,322,47,3,False,4,False,False,False,False,False,,False,,20151118
2015-11-19,19,11,2015,323,47,4,False,4,False,False,False,False,False,,False,,20151119
